,adviseInfo,clCodeNm,cntntsNo,distbNm,dlthtsCodeNm,dlthtsManageInfo,eclgyCodeNm,etcEraInfo,flclrCodeNm,flpodmtBigInfo,flpodmtMddlInfo,flpodmtSmallInfo,fmlCodeNm,fmlNm,fmldeSeasonCodeNm,fmldecolrCodeNm,fncltyInfo,frtlzrInfo,growthAraInfo,growthHgInfo,grwhTpCode,grwhTpCodeNm,grwhstleCodeNm,grwtveCode,grwtveCodeNm,hdCode,hdCodeNm,hgBigInfo,hgMddlInfo,hgSmallInfo,ignSeasonCodeNm,imageEvlLinkCours,indoorpsncpacompositionCodeNm,lefStleInfo,lefcolrCodeNm,lefmrkCodeNm,lighttdemanddoCodeNm,managedemanddoCode,managedemanddoCodeNm,managelevelCode,managelevelCodeNm,orgplceInfo,pcBigInfo,pcMddlInfo,pcSmallInfo,plntbneNm,plntzrNm,postngplaceCodeNm,prpgtEraInfo,prpgtmthCodeNm,smellCode,smellCodeNm,soilInfo,speclmanageInfo,toxctyInfo,volmeBigInfo,volmeMddlInfo,volmeSmallInfo,vrticlBigInfo,vrticlMddlInfo,vrticlSmallInfo,watercycleAutumnCode,watercycleAutumnCodeNm,watercycleSprngCode,watercycleSprngCodeNm,watercycleSummerCode,watercycleSummerCodeNm,watercycleWinterCode,watercycleWinterCodeNm,widthBigInfo,widthMddlInfo,widthSmallInfo,winterLwetTpCode,winterLwetTpCodeNm
45,,잎보기식물,14695,"고드세피아, 곳세피아나, 드라세나 곳세피아나, (추천 유통명: 드라세나 수르쿨로사)","응애,깍지벌레",,일반형,,흰색,,,,백합과,063033,,,"60~90cm 정도 자라고 줄기는 작지만 강하고, 잎은 타원형으로 양 끝이 뾰족하다. 잎의 반점에 따라 플로리다 뷰티, 밀키웨이 등으로 나누어 지고, 긴 타원형 또는 달걀형으로 길이 10~13cm 정도로 어긋나고 각 마디마디 2~3개씩 달린다. 표면은 녹색으로 반들반들하고 불규칙한 흰 반점이 있다.
꽃은 흰색으로 얇은 꽃줄기와 함께 복산형 꽃차례로 작은 꽃이 둥글게 모여 피고 향기가 좋다.
한여름의 (8~9)월의 직사광선을 받는 곳은 피한다. 그 외의 계절에는 오전 햇빛을 조금 받게 하고 겨울에는 항상 햇빛을 받게 해주는 것이 좋다.",비료를 보통 요구함(동절기 비료주지 않음),100,150,082002,16~20℃,관목형,090003,느림,083001,40% 미만,,,,,,중층목,타원형,"녹색, 연두색,흰색, 크림색","점무늬,기타 (무늬없음 등)","낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,아프리카,,,,Dracaena surculosa (D. godseffiana),Dracaena surculosa,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
46,"컨테이너, 특색있는식물, 생울타리, 실내식물, 방풍림, 토피아리",잎보기식물,14699,디지고데카,"응애,깍지벌레",,일반형,,,,,,두릅나무과,063017,,,"세계적으로 15종이 자생하고 있다. 줄기는 강직하고, 잎은 좁고 길며 결각이 심하고 긴 잎자루가 있다. 줄기는 곧게 자라며, 높이는 9~12m까지 자란다. 잎자루는 길며, 잎은 가늘고 기다란 손가락 모양이고, 7~9개가 부챗살처럼 펼쳐 다린다. 잎색은 짙고 어두운 녹색이며 잎맥은 적갈색을 띤다. 가장자리는 굵고 깊게 팬 톱니 모양이다.
수분 변화가 심할 때 늙은 잎에서 불그스레한 타원형의 작은 반점으로 나타나는 부종 증상이 생길 수 있다. 이것은 생리적 장해이므로 수분 변화가 심하지 않게 주의해서 관리하면 예방할 수 있다. 디지고데카는 뿌리가 왕성하게 뻗지 못하기 때문에 할 수 있는 한 최대로 뿌리를 건강하게 관리하는 것이 필수적이다. 응애가 생기지 않도록 정기적으로 살펴보아야 한다.",비료를 보통 요구함,50,100,082002,16~20℃,"직립형,관목형",090001,빠름,083002,40 ~ 70%,,,,,,"상층목,중층목",깊이 파인 손바닥모양 (가장자리 톱니),"녹색, 연두색,흰색, 크림색,빨강, 분홍, 자주색","잎 가장자리 무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,"뉴칼레도니아, 폴리네시아",,,,Dizygotheca elegantissima,"false aralia, finger aralia, thread leaf false aralia","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,"좋은 배수와 균등 습한 토양 / 양질토, 모래 / 중성, 알카리",,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
47,"화단화초, 컨테이너, 특색있는식물, 실내식물, 열대식물",잎보기식물,14700,"마리안느, 옥마리안느 (추천 유통명 : 마리안느 디펜바키아)","응애,깍지벌레,온실가루이",,일반형,없음,,,,,천남성과,063053,,,"부드러운 연녹색 잎의 중앙에 선명한 흰색 무늬가 있는 소형종이다. 잎 모양, 색깔, 크기 등에 따른 다양한 품종이 있다.
밝은 반그늘이 적합하고, 5~9월의 생장기에는 실외에서 키울 수 있다.
빛이 적고 따뜻한 실내에서 잘 자라고, 추위에 매우 약한 식물이기 때문에 찬바람에 노출되지 않게 주의하고, 분갈이는 따뜻한 봄에 하는 것이 좋다.
녹색 바탕 잎 중앙부분에 황백색의 무늬가 있어 부드러운 느낌을 자아낸다.
수액이 피부에 닿으면 알레르기, 가려움증이 생길 수 있으므로 주의한다.",비료를 많이 요구함,30,50,082003,21~25℃,풀모양,090003,느림,083002,40 ~ 70%,,,,,,"중층목,하층목",엽첨이 날렵한 타원형,"녹색, 연두색,흰색, 크림색",점무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,열대 아메리카,,,,Dieffenbachia 'Marianne',dieffenbachia maculata,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,분주,기타",079004,거의 없음,"산성, 중성 / 양질토, 모래",고온 다습을 좋아하므로 공중습도를 높게 유지한다.,있음 (수액이 피부 자극을 일으킬 수 있음),,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
48,"컨테이너, 특색있는 식물, 실내식물, 열대식물",잎보기식물,14713,"디펜카키아, 디펜바키아 (추천 유통명 : 디펜바키아 '트로픽스노우')","응애,깍지벌레,온실가루이",가정과 온실 도입시 유의 제거,일반형,없음,,,,,천남성과,063053,,,"줄기는 굵고 크며, 잎은 두껍고 넓다. 생육이 강건한 품종으로 내한력이 약하다. 대형종이며 줄기는 두터워지고, 잎은 광택이 있는 짙은 녹색으로 유백색의 불규칙한 반점 무늬가 있다. 직사광선이 아닌 실내 밝은 장소에서 잘 자란다.
식물 전체에 독이 있기 때문에 일단, 입에 들어가면 심하게 아프고 혀와 성대에 마비 증상이 생겨 한동안 말하기가 어렵고 또 수액이 피부에 닿으면 알레르기, 가려움증이 생길 수 있다. 식물 전체에 독이 있기 때문에 식용은 금한다. 
일단 입에 들어가면 심하게 아프고 혀와 성대에 마비 증상이 생겨 한동안 말하기가 어렵고 또 수액이 피부에 닿으면 알레르기, 가려움증이 생길 수 있다.",비료를 많이 요구함,30,50,082003,21~25℃,풀모양,090001,빠름,083002,40 ~ 70%,,,,,,"중층목,하층목",엽첨이 날렵하고 긴타원형,"녹색, 연두색,금색, 노란색",점무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,열대 아메리카,,,,Dieffenbachia amoena 'Tropic snow',dumb cane,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"삽목,분주,기타",079004,거의 없음,"산성, 중성 / 양질토",,강함 (수액이 피부 자극을 일으킬 수 있음),,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
49,"컨테이너, 실내식물, 나무그늘, 가로수, 토피어리, 분재, 열대식물",잎보기식물,14911,"떡갈나무, 떡깔나무 (추천 유통명 : 떡갈잎고무나무)","응애,깍지벌레",가정과 온실 도입시 유의 제거,일반형,,,,,,뽕나무과,063038,,,"큼직하고 진한 잎 색상 때문에 중후한 멋이 있는 떡갈잎 고무나무는 강한 생명력과 멋진 모양 덕분에 인기가 많다. 잎의 길이는 평균 30cm 정도이며, 잎이 두껍다. 잎자루가 짧고 잎면은 파상이 우글쭈글하다. 과습으로 인해 잎이 검게 변하면서 떨어질 수 있으므로 주의해야 한다. 갈나무에 익숙한 우리에게는 친근감이 감겨 단독으로 식재하는 것보다 모아 심는 것이 운치 있어 보인다.",비료를 보통 요구함(봄과 여름 2주에 한번씩 수용성 비료 줌),70,200,082002,16~20℃,"직립형,관목형",090002,보통,083002,40 ~ 70%,,,,,,상층목,바이올린 이나 고대현악기 모양 / 광택,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089001,초보자,서아프리카,,,,Ficus lyrata,fiddle leaf fig,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",봄,"삽목,기타",079004,거의 없음,"산성, 중성, 알칼리성 / 양질토, 모래",- 여름에 물이 젖은 천으로 잎을 닦아준다.,강함 (식물체 전체에 독이 있음),,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
50,행잉 바스켓,잎보기식물,14913,러브체인,"응애,깍지벌레",가정과 온실 도입시 유의 제거,건조형,,,,,,박주가리과,063025,,,"온도가 적당하여 정상적인 성장이 지속한다면 그에 맞춰 비료도 자주 주어야 길게 늘어지며 자란다. 
폭포처럼 아래쪽으로 길게 늘어지는 특성이 있어 거실이나 베란다에 걸어두면 보기 좋다.
줄기는 1~3m까지 자라며, 잎 앞면에 회백색 그물 무늬가 있고 뒷면은 적자색이다. 다른 덩굴식물과는 달리 땅속줄기에 덩이뿌리(물 저장뿌리)가 있어 다습한 환경을 싫어하고, 건조에 강하다.
여름철에 1~2cm 분홍색 깔때기 모양으로 생긴 독특한 통꽃이 피고 꽃이 피는 기간은 긴 편이다.
번식은 줄기 삽목을 주로 이용하는데, 덩굴을 두세 마디씩 잘라서 땅에 꽂거나 덩굴에 생기는 작은 덩이를 묻어두면 싹이 난다. 

























































- 환기: 규칙적인 환기가 필요. 































































- 물관리: 과습과 과한 물주기는 피해야 함. 빗물을 주면 토양이 산성화 될 수도 있음. 따뜻한 물을 사용하세요.































































- 행잉 바구니에 적합한 식물.","비료를 거의 요구하지않음 (2회/년, 4월, 7월 수용성비료 줌)",30,5,082002,16~20℃,"덩굴성,다육형",090002,보통,083001,40% 미만,,,,,,지피식물,심장모양,"녹색, 연두색,은색, 회색","점무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089002,경험자,"짐바브웨, 나타루(브라질)",,,,Ceropegia woodii,"rosary vine, string of hearts","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","봄, 여름","삽목,분주",079004,거의 없음,화분용영양토,"- 번식 후 어느정도 성장할때까지 습윤한 토양과 안개에 주의함

























































- 환기: 규칙적인 환기가 필요. 































































- 물관리: 과습과 과한 물주기는 피해야 함. 빗물을 주면 토양이 산성화 될 수도 있음. 따뜻한 물을 사용하세요.































































- 행잉 바구니에 적합한 식물.",없음,,,,,,,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057004,10℃
51,"컨테이너, 행잉바스켓, 기초식재, 실내식물, 열대식물",잎&꽃보기식물,14920,렉스베고니아,"진딧물,응애,깍지벌레,온실가루이",거미진드기 등 (가정과 온실 도입시 유의 제거),일반형,"직사광선이 없고, 밝은 그늘에서 성장","분홍색,흰색",,,,베고니아과,063029,,,"베고니아의 관상부위는 세 가지(꽃, 잎, 반관목성)로 구분하는데, 렉스베고니아는 잎 무늬를 관상하는 식물이다. 잎이 두텁고 얼룩무늬도 있으며 달팽이처럼 말린 것도 있고 종류가 매우 다양하다. 줄기의 온몸에 거친 털이 나 있다. 잎은 대형 달걀 모양으로 길이는 30cm, 폭은 20cm 정도이다. 잎 면에는 품종에 따라 보라색, 빨간색, 은백색, 구릿빛 등 다양한 무늬가 있다. 렉스베고니아는 잎꽂이로 번식이 쉽다. 벤치 아래, 시원하고 습한 그늘에서 가장 이상적인 성장을 한다.",비료를 보통 요구함(봄과 가을에 수용성비료를 2주에 한번 줌),40,40,082002,16~20℃,풀모양,090002,보통,083002,40 ~ 70%,,,,"봄,여름",,하층목,심장 또는 쐐기 모양 / 가장자리 톱니 / 벨벳,"녹색, 연두색,흰색, 크림색","점무늬,잎 가장자리 무늬","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,동남아시아,,,,Begonia rex,rex begonia,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","봄, 여름",삽목,079004,거의 없음,"중성 / 양질토, 모래","- 물주기: 차가운 물로 관수하지 않는다. ]

- 식물을 물 속에 침수하지 않는다.

- 벤치 아래, 시원하고 습한 그늘에 가장 이상적인 성장을 한다.

- 행잉 바스켓에 잘 어울린다.",없음,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
52,"컨테이너, 꽃꽂이, 기초식재, 혼합테두리식재, 실내식물, 열대식물",잎보기식물,15830,루모라고사리,"응애,깍지벌레",가정과 온실 도입시 벌레 확인!,일반형,,,,,,고란초과,063002,,,,비료를 보통 요구함,30,30,082002,16~20℃,"덩굴성,풀모양",090002,보통,083003,70% 이상,,,,,,"하층목,지피식물",넓은 삼각형 비늘잎,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058004,특별 관리 요구,089003,전문가,남아프리카,,,,Rumohra adiantiformis,"leather leaf fern, seven weeks fern","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",봄 (포자번식),"분주,기타",079004,거의 없음,"산성, 중성 / 점토, 양질토",,없음,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057002,5℃
53,,잎보기식물,16034,루스커스,"응애,깍지벌레",가정과 온실 도입시 유의 제거,일반형,,,,,,백합과,063033,,,,비료를 보통 요구함,50,70,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,중층목,엽첨과 엽각이 뾰족한 작은 잎,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,"지중해, 아프리카",,,,Ruscus spp.,<i>Ruscus</i> spp.,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",3월,"파종,삽목,분주",079004,거의 없음,배수 잘 됨 / 모래,"- 매우 건조하고 그늘진 토양에서 가장 널리 번식, 성장함.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057002,5℃
54,"컨테이너, 행잉 바스켓, 침실식재, 특색있는 식물, 실내식물, 열대식물",잎보기식물,16038,"마란다, 마란타 (추천 유통명 : 마란타 류코뉴라)","응애,깍지벌레,온실가루이","거미진드기, 작은벌레 등 (가정과 온실 도입시 유의 제거)",일반형,,,,,,마란타과,063019,,,"잎에 독특한 무늬와 잎이 말려드는 습성이 있어 인상적인 마란타 류코뉴라는 영어 이름 ‘prayer plant(기도하는 식물)’ 로, 해질 무렵이면 기도할 때 손을 모으듯 위로 접히는 잎의 모양에서 유래한다. 잎이 접히는 이유는 체내의 습도를 유지하기 위해 낮에는 옆으로 펴져 있다가 밤이 되면 위로 모이는 현상을 보인다. 초장과 초폭은 각각 30cm 정도이고, 따뜻하고, 습한 지역에서 잘 성장한다. 온도, 습도가 낮은 건조하고 추운 환경에서는 잎이 갈색으로 변하여 떨어지거나 잎이 틀어질 수 있으므로, 건조한 경우 일정한 습도 유지에 주의해야 한다.",비료를 보통 요구함(가을에 수용성비료를 2주에 한번 줌),25,25,082002,16~20℃,풀모양,090001,빠름,083002,40 ~ 70%,,,,,,하층목,넓은 타원형,"녹색, 연두색,빨강, 분홍, 자주색,기타","줄무늬,점무늬","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089001,초보자,"중앙 아메리카, 브라질",,,,Maranta leuconeura,"rabbit's tracks, rabbit's foot, prayer plant","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",여름,"분주,기타",079004,거의 없음,"산성, 중성, 알칼리 / 양질토, 모래 / 건조한 토양","- 따뜻하고, 습한 지역에서 잘 성장함.
- 온습도: 건조하고 추운 환경에서는 잎이 갈색으로 변하여 떨어지거나 잎이 틀어질 수 있음.
- 물주기: 빗물을 사용하면 토양이 산성화 될 수 있으므로 주의, 온수사용",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
